name,iso_country,iso_region,scheduled_service,iata_code
Burgas Airport,BG,BG-02,yes,BOJ
Palm Beach Seaplane Base,AU,AU-NSW,yes,LBH
Plovdiv International Airport,BG,BG-16,yes,PDV
Sofia Airport,BG,BG-22,yes,SOF
Varna Airport,BG,BG-03,yes,VAR
Nicosia (Lefkoşa) Ercan International Airport,CY,CY-02,yes,ECN
Larnaca International Airport,CY,CY-04,yes,LCA
Paphos International Airport,CY,CY-06,yes,PFO
Dubrovnik Ruđer Bošković Airport,HR,HR-19,yes,DBV
Osijek Airport,HR,HR-14,yes,OSI
Pula Airport,HR,HR-18,yes,PUY
Rijeka Airport,HR,HR-08,yes,RJK
Brač Airport,HR,HR-17,yes,BWK
Split Airport,HR,HR-17,yes,SPU
Zagreb Franjo Tuđman International Airport,HR,HR-01,yes,ZAG
Zadar Airport,HR,HR-13,yes,ZAD
Alicante-Elche Miguel Hernández Airport,ES,ES-VC,yes,ALC
Almería Airport,ES,ES-AN,yes,LEI
Asturias Airport,ES,ES-AS,yes,OVD
Bilbao Airport,ES,ES-PV,yes,BIO
Burgos Airport,ES,ES-CL,yes,RGS
Josep Tarradellas Barcelona-El Prat Airport,ES,ES-CT,yes,BCN
Badajoz Airport,ES,ES-EX,yes,BJZ
Castellón-Costa Azahar Airport,ES,ES-VC,yes,CDT
A Coruña Airport,ES,ES-GA,yes,LCG
Lleida-Alguaire Airport,ES,ES-CT,yes,ILD
Girona-Costa Brava Airport,ES,ES-CT,yes,GRO
F.G.L. Airport Granada-Jaén Airport,ES,ES-AN,yes,GRX
Ibiza Airport,ES,ES-IB,yes,IBZ
Jerez Airport,ES,ES-AN,yes,XRY
León Airport,ES,ES-CL,yes,LEN
Adolfo Suárez Madrid–Barajas Airport,ES,ES-MD,yes,MAD
Málaga-Costa del Sol Airport,ES,ES-AN,yes,AGP
Menorca Airport,ES,ES-IB,yes,MAH
Región de Murcia International Airport,ES,ES-MC,yes,RMU
Palma de Mallorca Airport,ES,ES-IB,yes,PMI
Pamplona Airport,ES,ES-NC,yes,PNA
Reus Airport,ES,ES-CT,yes,REU
Salamanca Airport,ES,ES-CL,yes,SLM
San Sebastián Airport,ES,ES-PV,yes,EAS
Santiago-Rosalía de Castro Airport,ES,ES-GA,yes,SCQ
Pirineus - la Seu d'Urgel Airport,ES,ES-CT,yes,LEU
Valencia Airport,ES,ES-VC,yes,VLC
Valladolid Airport,ES,ES-CL,yes,VLL
Vitoria Airport,ES,ES-PV,yes,VIT
Vigo Airport,ES,ES-GA,yes,VGO
Seve Ballesteros-Santander Airport,ES,ES-CB,yes,SDR
Zaragoza Airport,ES,ES-AR,yes,ZAZ
Sevilla Airport,ES,ES-AN,yes,SVQ
Bordeaux-Mérignac Airport,FR,FR-NAQ,yes,BOD
Bergerac Dordogne Périgord Airport,FR,FR-NAQ,yes,EGC
La Rochelle-Île de Ré Airport,FR,FR-NAQ,yes,LRH
Poitiers-Biard Airport,FR,FR-NAQ,yes,PIS
Limoges Airport,FR,FR-NAQ,yes,LIG
Toulouse-Blagnac Airport,FR,FR-OCC,yes,TLS
Pau Pyrénées Airport,FR,FR-NAQ,yes,PUF
Tarbes-Lourdes-Pyrénées Airport,FR,FR-OCC,yes,LDE
Biarritz-Anglet-Bayonne Airport,FR,FR-NAQ,yes,BIQ
Castres-Mazamet Airport,FR,FR-OCC,yes,DCM
Rodez–Aveyron Airport,FR,FR-OCC,yes,RDZ
Aérodrome de Belle Île,FR,FR-BRE,yes,BIC
Ouessant Airport,FR,FR-BRE,yes,OUI
Île d'Yeu Airport,FR,FR-PDL,yes,IDY
Dole-Jura Airport,FR,FR-BFC,yes,DLE
Le Puy-Loudes Airfield,FR,FR-ARA,yes,LPY
Metz-Nancy-Lorraine Airport,FR,FR-GES,yes,ETZ
Bastia-Poretta Airport,FR,FR-COR,yes,BIA
Calvi-Sainte-Catherine Airport,FR,FR-COR,yes,CLY
Figari Sud-Corse Airport,FR,FR-COR,yes,FSC
Ajaccio-Napoléon Bonaparte Airport,FR,FR-COR,yes,AJA
Chambéry Savoie Mont Blanc Airport,FR,FR-ARA,yes,CMF
Clermont-Ferrand Auvergne Airport,FR,FR-ARA,yes,CFE
Lyon Saint-Exupéry Airport,FR,FR-ARA,yes,LYS
Annecy Haute-Savoie Mont Blanc Airport,FR,FR-ARA,yes,NCY
Grenoble-Isère Airport,FR,FR-ARA,yes,GNB
Aurillac Airport,FR,FR-ARA,yes,AUR
Carcassonne Airport,FR,FR-OCC,yes,CCF
Marseille Provence Airport,FR,FR-PAC,yes,MRS
Nice-Côte d'Azur Airport,FR,FR-PAC,yes,NCE
Perpignan-Rivesaltes (Llabanère) Airport,FR,FR-OCC,yes,PGF
Montpellier-Méditerranée Airport,FR,FR-OCC,yes,MPL
Béziers-Vias Airport,FR,FR-OCC,yes,BZR
Avignon-Caumont Airport,FR,FR-PAC,yes,AVN
Paris-Beauvais Airport,FR,FR-HDF,yes,BVA
Châlons-Vatry Airport,FR,FR-GES,yes,XCR
Tours-Val-de-Loire Airport,FR,FR-CVL,yes,TUF
Charles de Gaulle International Airport,FR,FR-IDF,yes,CDG
Paris-Orly Airport,FR,FR-IDF,yes,ORY
Lille Airport,FR,FR-HDF,yes,LIL
Brest Bretagne Airport,FR,FR-BRE,yes,BES
Dinard-Pleurtuit-Saint-Malo Airport,FR,FR-BRE,yes,DNR
Deauville-Saint-Gatien Airport,FR,FR-NOR,yes,DOL
Lorient South Brittany (Bretagne Sud) Airport,FR,FR-BRE,yes,LRT
Caen-Carpiquet Airport,FR,FR-NOR,yes,CFR
Rennes-Saint-Jacques Airport,FR,FR-BRE,yes,RNS
Nantes Atlantique Airport,FR,FR-PDL,yes,NTE
Vannes-Meucon Airport,FR,FR-BRE,yes,VNE
Saint-Nazaire-Montoir Airport,FR,FR-PDL,yes,SNR
EuroAirport Basel-Mulhouse-Freiburg,FR,FR-GES,yes,BSL
Dijon-Bourgogne Airport,FR,FR-BFC,yes,DIJ
Brive-Souillac,FR,FR-NAQ,yes,BVE
Strasbourg Airport,FR,FR-GES,yes,SXB
Toulon-Hyères Airport,FR,FR-PAC,yes,TLN
Rize–Artvin Airport,TR,TR-53,yes,RZV
Nîmes-Arles-Camargue Airport,FR,FR-OCC,yes,FNI
La Môle Airport,FR,FR-PAC,yes,LTT
Miquelon Airport,PM,PM-ML,yes,MQC
St Pierre Airport,PM,PM-SP,yes,FSP
Alexandroupoli Democritus Airport,GR,GR-A,yes,AXD
Athens Eleftherios Venizelos International Airport,GR,GR-I,yes,ATH
Nea Anchialos National Airport,GR,GR-E,yes,VOL
Chios Island National Airport,GR,GR-K,yes,JKH
Ikaria Airport,GR,GR-K,yes,JIK
Ioannina King Pyrrhus National Airport,GR,GR-D,yes,IOA
Heraklion International Nikos Kazantzakis Airport,GR,GR-M,yes,HER
Kastoria National Airport Aristotle,GR,GR-C,yes,KSO
Kithira Airport,GR,GR-I,yes,KIT
Kefallinia Airport,GR,GR-F,yes,EFL
Kastelorizo Airport,GR,GR-L,yes,KZS
Kalamata Airport,GR,GR-J,yes,KLX
Kos Airport,GR,GR-L,yes,KGS
Karpathos Airport,GR,GR-L,yes,AOK
Corfu Ioannis Kapodistrias International Airport,GR,GR-F,yes,CFU
Kasos Airport,GR,GR-L,yes,KSJ
Kavala Alexander the Great International Airport,GR,GR-A,yes,KVA
Kalymnos Airport,GR,GR-L,yes,JKL
Kozani National Airport Filippos,GR,GR-C,yes,KZI
Leros Airport,GR,GR-L,yes,LRS
Limnos Airport,GR,GR-K,yes,LXS
Mykonos Island National Airport,GR,GR-L,yes,JMK
Milos Airport,GR,GR-L,yes,MLO
Mytilene International Airport,GR,GR-K,yes,MJT
Naxos Island National Airport,GR,GR-L,yes,JNX
Bicol International Airport,PH,PH-ALB,yes,DRP
Paros National Airport,GR,GR-L,yes,PAS
Astypalaia Airport,GR,GR-L,yes,JTY
Aktion National Airport,GR,GR-D,yes,PVK
Diagoras Airport,GR,GR-L,yes,RHO
Patras Araxos Agamemnon Airport,GR,GR-G,yes,GPA
Chania International Airport,GR,GR-M,yes,CHQ
Skiathos Island National Airport,GR,GR-E,yes,JSI
Samos Airport,GR,GR-K,yes,SMI
Syros Airport,GR,GR-L,yes,JSY
Santorini Airport,GR,GR-L,yes,JTR
Sitia Airport,GR,GR-M,yes,JSH
Skiros Airport,GR,GR-H,yes,SKU
Thessaloniki Macedonia International Airport,GR,GR-B,yes,SKG
Zakynthos International Airport Dionysios Solomos,GR,GR-F,yes,ZTH
Budapest Liszt Ferenc International Airport,HU,HU-BU,yes,BUD
Debrecen International Airport,HU,HU-HB,yes,DEB
Hévíz–Balaton Airport,HU,HU-ZA,yes,SOB
Crotone Airport,IT,IT-78,yes,CRV
Bari Karol Wojtyła Airport,IT,IT-75,yes,BRI
"Foggia ""Gino Lisa"" Airport",IT,IT-75,yes,FOG
Abruzzo Airport,IT,IT-65,yes,PSR
Brindisi Airport,IT,IT-75,yes,BDS
Lamezia Terme Airport,IT,IT-78,yes,SUF
Comiso Airport,IT,IT-82,yes,CIY
Catania-Fontanarossa Airport,IT,IT-82,yes,CTA
Lampedusa Airport,IT,IT-82,yes,LMP
Pantelleria Airport,IT,IT-82,yes,PNL
Falcone–Borsellino Airport,IT,IT-82,yes,PMO
Reggio Calabria Airport,IT,IT-78,yes,REG
Vincenzo Florio Airport Trapani-Birgi,IT,IT-82,yes,TPS
Alghero-Fertilia Airport,IT,IT-88,yes,AHO
Cagliari Elmas Airport,IT,IT-88,yes,CAG
Olbia Costa Smeralda Airport,IT,IT-88,yes,OLB
Milan Malpensa International Airport,IT,IT-25,yes,MXP
Milan Bergamo Airport / Antonio Locatelli Air Base,IT,IT-25,yes,BGY
Turin Airport,IT,IT-21,yes,TRN
Genoa Cristoforo Colombo Airport,IT,IT-42,yes,GOA
Milano Linate Airport,IT,IT-25,yes,LIN
Parma Airport,IT,IT-45,yes,PMF
Cuneo International Airport,IT,IT-21,yes,CUF
Bolzano Airport,IT,IT-32,yes,BZO
Bologna Guglielmo Marconi Airport,IT,IT-45,yes,BLQ
Treviso Antonio Canova Airport,IT,IT-34,yes,TSF
Forlì Airport,IT,IT-45,yes,FRL
Brescia Gabriele d'Annunzio Airport,IT,IT-25,yes,VBS
Trieste–Friuli Venezia Giulia Airport,IT,IT-36,yes,TRS
Federico Fellini International Airport,IT,IT-45,yes,RMI
Verona Villafranca Valerio Catullo Airport,IT,IT-34,yes,VRN
Marche Airport,IT,IT-57,yes,AOI
Venice Marco Polo Airport,IT,IT-34,yes,VCE
Ciampino–G. B. Pastine International Airport,IT,IT-62,yes,CIA
Rome–Fiumicino Leonardo da Vinci International Airport,IT,IT-62,yes,FCO
Marina Di Campo Airport,IT,IT-52,yes,EBA
Naples International Airport,IT,IT-72,yes,NAP
Pisa International Airport,IT,IT-52,yes,PSA
Peretola Airport,IT,IT-52,yes,FLR
Perugia San Francesco d'Assisi – Umbria International Airport,IT,IT-55,yes,PEG
Ljubljana Jože Pučnik Airport,SI,SI-012,yes,LJU
Karlovy Vary Airport,CZ,CZ-KA,yes,KLV
Ostrava Leos Janáček Airport,CZ,CZ-MO,yes,OSR
Pardubice Airport,CZ,CZ-PA,yes,PED
Václav Havel Airport Prague,CZ,CZ-PR,yes,PRG
Brno-Tuřany Airport,CZ,CZ-JM,yes,BRQ
Ben Gurion International Airport,IL,IL-M,yes,TLV
Ramon International Airport,IL,IL-D,yes,ETM
Haifa International Airport,IL,IL-HA,yes,HFA
Malta International Airport,MT,MT-25,yes,MLA
Graz Airport,AT,AT-6,yes,GRZ
Innsbruck Airport,AT,AT-7,yes,INN
Klagenfurt Airport,AT,AT-2,yes,KLU
Linz-Hörsching Airport / Vogler Air Base,AT,AT-4,yes,LNZ
Salzburg Airport,AT,AT-5,yes,SZG
Vienna International Airport,AT,AT-9,yes,VIE
Santa Maria Airport,PT,PT-20,yes,SMA
Bragança Airport,PT,PT-04,yes,BGC
Corvo Airport,PT,PT-20,yes,CVU
Cascais Airport,PT,PT-11,yes,CAT
Flores Airport,PT,PT-20,yes,FLW
Faro Airport,PT,PT-08,yes,FAO
Graciosa Airport,PT,PT-20,yes,GRW
Horta Airport,PT,PT-20,yes,HOR
Lajes Airport,PT,PT-20,yes,TER
Madeira International Airport Cristiano Ronaldo,PT,PT-30,yes,FNC
João Paulo II Airport,PT,PT-20,yes,PDL
Pico Airport,PT,PT-20,yes,PIX
Portimão Airport,PT,PT-08,yes,PRM
Francisco de Sá Carneiro Airport,PT,PT-13,yes,OPO
Porto Santo Airport,PT,PT-30,yes,PXO
Humberto Delgado Airport (Lisbon Portela Airport),PT,PT-11,yes,LIS
São Jorge Airport,PT,PT-20,yes,SJZ
Vila Real Airport,PT,PT-17,yes,VRL
Aerodromo Goncalves Lobato (Viseu Airport),PT,PT-18,yes,VSE
Banja Luka International Airport,BA,BA-SRP,yes,BNX
Mostar International Airport,BA,BA-BIH,yes,OMO
Sarajevo International Airport,BA,BA-BIH,yes,SJJ
Tuzla International Airport,BA,BA-BIH,yes,TZL
Arad International Airport,RO,RO-AR,yes,ARW
Bacău Airport,RO,RO-BC,yes,BCM
Maramureș International Airport,RO,RO-MM,yes,BAY
Bucharest Băneasa Aurel Vlaicu International Airport,RO,RO-B,yes,BBU
Mihail Kogălniceanu International Airport,RO,RO-CT,yes,CND
Cluj Avram Iancu International Airport,RO,RO-CJ,yes,CLJ
Craiova International Airport,RO,RO-DJ,yes,CRA
Iaşi Airport,RO,RO-IS,yes,IAS
Oradea International Airport,RO,RO-BH,yes,OMR
Bucharest Henri Coandă International Airport,RO,RO-IF,yes,OTP
Brașov-Ghimbav International Airport,RO,RO-BV,yes,GHV
Sibiu International Airport,RO,RO-SB,yes,SBZ
Satu Mare International Airport,RO,RO-SM,yes,SUJ
Suceava Stefan cel Mare Airport,RO,RO-SV,yes,SCV
Transilvania Târgu Mureş International Airport,RO,RO-MS,yes,TGM
Timişoara Traian Vuia Airport,RO,RO-TM,yes,TSR
Geneva Cointrin International Airport,CH,CH-GE,yes,GVA
Lugano Airport,CH,CH-TI,yes,LUG
Bern Airport,CH,CH-BE,yes,BRN
Zürich Airport,CH,CH-ZH,yes,ZRH
Sankt Gallen Altenrhein Airport,CH,CH-SG,yes,ACH
Esenboğa International Airport,TR,TR-06,yes,ESB
Adana Şakirpaşa Airport,TR,TR-01,yes,ADA
Antalya International Airport,TR,TR-07,yes,AYT
Gaziantep International Airport,TR,TR-27,yes,GZT
Konya Airport,TR,TR-42,yes,KYA
Amasya Merzifon Airport,TR,TR-05,yes,MZH
Sivas Nuri Demirağ Airport,TR,TR-58,yes,VAS
Zonguldak Çaycuma Airport,TR,TR-67,yes,ONQ
Malatya Erhaç Airport,TR,TR-44,yes,MLX
Kayseri Erkilet Airport,TR,TR-38,yes,ASR
Tokat Airport,TR,TR-60,yes,TJK
Çardak Airport,TR,TR-20,yes,DNZ
Nevşehir Kapadokya Airport,TR,TR-50,yes,NAV
İstanbul Atatürk Airport,TR,TR-34,yes,ISL
Balıkesir Airport,TR,TR-10,yes,BZI
Çanakkale Airport,TR,TR-17,yes,CKZ
Adnan Menderes International Airport,TR,TR-35,yes,ADB
Bursa Yenişehir Airport,TR,TR-16,yes,YEI
Dalaman International Airport,TR,TR-48,yes,DLM
Tekirdağ Çorlu Airport,TR,TR-59,yes,TEQ
Anadolu Airport,TR,TR-26,yes,AOE
Zafer Airport,TR,TR-43,yes,KZR
Elazığ Airport,TR,TR-23,yes,EZS
Ordu–Giresun Airport,TR,TR-52,yes,OGU
Diyarbakır Airport,TR,TR-21,yes,DIY
Erzincan Airport,TR,TR-24,yes,ERC
Erzurum International Airport,TR,TR-25,yes,ERZ
Kars Airport,TR,TR-36,yes,KSY
Trabzon International Airport,TR,TR-61,yes,TZX
Van Ferit Melen Airport,TR,TR-65,yes,VAN
Batman Airport,TR,TR-72,yes,BAL
Muş Airport,TR,TR-49,yes,MSR
Sinop Airport,TR,TR-57,yes,NOP
Kahramanmaraş Airport,TR,TR-46,yes,KCM
Ağrı Airport,TR,TR-04,yes,AJI
Adıyaman Airport,TR,TR-02,yes,ADF
Mardin Airport,TR,TR-47,yes,MQM
Şanlıurfa GAP Airport,TR,TR-63,yes,GNY
Iğdır Airport,TR,TR-76,yes,IGD
Şırnak Şerafettin Elçi Airport,TR,TR-73,yes,NKT
Hakkari Yüksekova Airport,TR,TR-30,yes,YKO
Hatay Airport,TR,TR-31,yes,HTY
Süleyman Demirel International Airport,TR,TR-32,yes,ISE
Balıkesir Koca Seyit Airport,TR,TR-10,yes,EDO
Milas Bodrum International Airport,TR,TR-48,yes,BJV
Gazipaşa-Alanya Airport,TR,TR-07,yes,GZP
Samsun-Çarşamba Airport,TR,TR-55,yes,SZF
Istanbul Sabiha Gökçen International Airport,TR,TR-34,yes,SAW
İstanbul Airport,TR,TR-34,yes,IST
Chişinău International Airport,MD,MD-CU,yes,RMO
Ohrid St. Paul the Apostle Airport,MK,MK-003,yes,OHD
Skopje International Airport,MK,MK-008,yes,SKP
Gibraltar Airport,GI,GI-U-A,yes,GIB
Misrata International Airport,LY,LY-MI,yes,MRA
Ubari Airport,LY,LY-WD,yes,QUB
Belgrade Nikola Tesla Airport,RS,RS-00,yes,BEG
Morava Airport,RS,RS-18,yes,KVO
Niš Constantine the Great Airport,RS,RS-20,yes,INI
Podgorica Airport / Podgorica Golubovci Airbase,ME,ME-16,yes,TGD
Tivat Airport,ME,ME-19,yes,TIV
Langzhong Gucheng Airport,CN,CN-51,yes,LZG
M. R. Štefánik Airport,SK,SK-BL,yes,BTS
Košice International Airport,SK,SK-KI,yes,KSC
Sliač Airport,SK,SK-BC,yes,SLD
Poprad-Tatry Airport,SK,SK-PV,yes,TAT
JAGS McCartney International Airport,TC,TC-GT,yes,GDT
North Caicos Airport,TC,TC-NC,yes,NCA
Providenciales International Airport,TC,TC-PR,yes,PLS
South Caicos Airport,TC,TC-SC,yes,XSC
Salt Cay Airport,TC,TC-SL,yes,SLX
Maria Montez International Airport,DO,DO-04,yes,BRX
Samaná El Catey International Airport,DO,DO-20,yes,AZS
La Isabela International Airport,DO,DO-01,yes,JBQ
Casa De Campo International Airport,DO,DO-12,yes,LRM
Punta Cana International Airport,DO,DO-11,yes,PUJ
Gregorio Luperon International Airport,DO,DO-18,yes,POP
Las Américas International Airport,DO,DO-01,yes,SDQ
Cibao International Airport,DO,DO-25,yes,STI
La Aurora Airport,GT,GT-GU,yes,GUA
Puerto Barrios Airport,GT,GT-IZ,yes,PBR
Quezaltenango Airport,GT,GT-QZ,yes,AAZ
San José Airport,GT,GT-ES,yes,GSJ
Mundo Maya International Airport,GT,GT-PE,yes,FRS
Ailuk Airport,MH,MH-ALK,yes,AIM
Aur Island Airport,MH,MH-AUR,yes,AUL
Enyu Airfield,MH,MH-BIK,yes,BII
Jeh Airport,MH,MH-ALL,yes,JEJ
Likiep Airport,MH,MH-LIK,yes,LIK
Maloelap Island Airport,MH,MH-MAL,yes,MAV
Mejit Atoll Airport,MH,MH-MEJ,yes,MJB
Majkin Airport,MH,MH-NMU,yes,MJE
Namorik Airport,MH,MH-NMK,yes,NDK
Rongelap Island Airport,MH,MH-RON,yes,RNP
Tinak Airport,MH,MH-ARN,yes,TIC
Jaluit Airport,MH,MH-JAL,yes,UIT
Woja Airport,MH,MH-ALL,yes,WJA
Wotje Airport,MH,MH-WTJ,yes,WTE
Wotho Island Airport,MH,MH-WTN,yes,WTO
Goloson International Airport,HN,HN-AT,yes,LCE
Ramón Villeda Morales International Airport,HN,HN-CR,yes,SAP
La Laguna Airport,HN,HN-IB,yes,GJA
Puerto Lempira Airport,HN,HN-GD,yes,PEU
Juan Manuel Gálvez International Airport,HN,HN-IB,yes,RTB
Palmerola International Airport / José Enrique Soto Cano Air Base,HN,HN-CM,yes,XPL
Toncontín International Airport,HN,HN-FM,yes,TGU
Utila Airport,HN,HN-IB,yes,UII
Ian Fleming International Airport,JM,JM-05,yes,OCJ
Norman Manley International Airport,JM,JM-01,yes,KIN
Sangster International Airport,JM,JM-08,yes,MBJ
Tinson Pen Airport,JM,JM-02,yes,KTP
Mili Island Airport,MH,MH-MIL,yes,MIJ
Heho Airport,MM,MM-17,yes,HEH
Aeropuerto Internacional Juan N. Álvarez,MX,MX-GRO,yes,ACA
Aeropuerto Internacional Jesús Terán Peredo,MX,MX-AGU,yes,AGU
Bahías de Huatulco International Airport,MX,MX-OAX,yes,HUX
Ciudad del Carmen International Airport,MX,MX-CAM,yes,CME
Bachigualato Federal International Airport,MX,MX-SIN,yes,CUL
Aeropuerto Internacional de Chetumal,MX,MX-ROO,yes,CTM
Ciudad Obregón International Airport,MX,MX-SON,yes,CEN
Ingeniero Alberto Acuña Ongay International Airport,MX,MX-CAM,yes,CPE
Abraham González International Airport,MX,MX-CHH,yes,CJS
Aeropuerto Internacional de Chichen Itza,MX,MX-YUC,yes,CZA
General Roberto Fierro Villalobos International Airport,MX,MX-CHH,yes,CUU
General Pedro Jose Mendez International Airport,MX,MX-TAM,yes,CVM
Aeropuerto Internacional de Cozumel,MX,MX-ROO,yes,CZM
Ciudad Constitución National Airport,MX,MX-BCS,yes,CUA
"Aeropuerto Internacional Gral, Guadalupe Victoria",MX,MX-DUR,yes,DGO
Amado Nervo National Airport,MX,MX-NAY,yes,TPQ
Aeropuerto Internacional de Ensenada,MX,MX-BCN,yes,ESE
Guadalajara International Airport,MX,MX-JAL,yes,GDL
General José María Yáñez International Airport,MX,MX-SON,yes,GYM
Guerrero Negro Airport,MX,MX-BCN,yes,GUB
General Ignacio P. Garcia International Airport,MX,MX-SON,yes,HMO
Aeropuerto Internacional Licenciado Miguel de la Madrid,MX,MX-COL,yes,CLQ
Aeropuerto Nacional General Antonio Cárdenas Rodríguez,MX,MX-OAX,yes,IZT
Valle del Fuerte International Airport,MX,MX-SIN,yes,LMM
Aeropuerto Internacional del Bajío,MX,MX-GUA,yes,BJX
Manuel Márquez de León International Airport,MX,MX-BCS,yes,LAP
Loreto International Airport,MX,MX-BCS,yes,LTO
General Servando Canales International Airport,MX,MX-TAM,yes,MAM
Aeropuerto Internacional Manuel Crescencio Rejón,MX,MX-YUC,yes,MID
Aeropuerto Internacional Gral. Rodolfo Sánchez Taboada,MX,MX-BCN,yes,MXL
General Francisco J. Mujica International Airport,MX,MX-MIC,yes,MLM
Minatitlán/Coatzacoalcos International Airport,MX,MX-VER,yes,MTT
Aeropuerto Internacional Lic. Benito Juárez,MX,MX-DIF,yes,MEX
Monterrey International Airport,MX,MX-NLE,yes,MTY
General Rafael Buelna International Airport,MX,MX-SIN,yes,MZT
Quetzalcóatl International Airport,MX,MX-TAM,yes,NLD
Aeropuerto Internacional Xoxocotlán,MX,MX-OAX,yes,OAX
El Tajín National Airport,MX,MX-VER,yes,PAZ
Aeropuerto Internacional Hermanos Serdán,MX,MX-PUE,yes,PBC
Piedras Negras International Airport,MX,MX-COA,yes,PDS
Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,MX,MX-MIC,yes,UPN
Palenque International Airport,MX,MX-CHP,yes,PQM
Aeropuerto Internacional Lic. Gustavo Díaz Ordaz,MX,MX-JAL,yes,PVR
Aeropuerto Internacional de Puerto Escondido,MX,MX-OAX,yes,PXM
Querétaro Intercontinental Airport,MX,MX-QUE,yes,QRO
General Lucio Blanco International Airport,MX,MX-TAM,yes,REX
Aeropuerto Internacional de Los Cabos,MX,MX-BCS,yes,SJD
Aeropuerto Internacional General Felipe Ángeles,MX,MX-MEX,yes,NLU
Ponciano Arriaga International Airport,MX,MX-SLP,yes,SLP
Francisco Sarabia Tinoco International Airport,MX,MX-COA,yes,TRC
Angel Albino Corzo International Airport,MX,MX-CHP,yes,TGZ
Aeropuerto Internacional Gral. Abelardo Rodriguez,MX,MX-BCN,yes,TIJ
Felipe Carrillo Puerto International Airport,MX,MX-ROO,yes,TQO
General Francisco Javier Mina International Airport,MX,MX-TAM,yes,TAM
Adolfo López Mateos International Airport,MX,MX-MEX,yes,TLC
Aeropuerto Internacional de Tapachula,MX,MX-CHP,yes,TAP
Aeropuerto Internacional de Cancún,MX,MX-ROO,yes,CUN
Carlos Rovirosa Pérez International Airport,MX,MX-TAB,yes,VSA
General Heriberto Jara International Airport,MX,MX-VER,yes,VER
Aeropuerto Internacional General Leobardo C. Ruiz,MX,MX-ZAC,yes,ZCL
Aeropuerto Internacional de Zihuatanejo,MX,MX-GRO,yes,ZIH
Aeropuerto Internacional Playa de Oro,MX,MX-COL,yes,ZLO
Mandalgobi Airport,MN,MN-059,yes,MXW
Bluefields Airport,NI,NI-AS,yes,BEF
Costa Esmeralda Airport,NI,NI-RI,yes,ECI
